9.876543209876542662e-01,9.756097560975609539e-01,1.000000000000000000e+00,6.296296296296295392e-01,5.000000000000000000e-01,8.499999999999999778e-01,9.876543209876542662e-01,9.756097560975609539e-01,1.000000000000000000e+00,1.818181818181817955e-01,1.666666666666666574e-01,2.000000000000000111e-01
9.749999999999999778e-01,9.749999999999999778e-01,9.749999999999999778e-01,6.666666666666665186e-01,5.483870967741935054e-01,8.499999999999999778e-01,9.876543209876542662e-01,9.756097560975609539e-01,1.000000000000000000e+00,1.818181818181817955e-01,1.666666666666666574e-01,2.000000000000000111e-01
9.620253164556962222e-01,9.743589743589743390e-01,9.499999999999999556e-01,6.666666666666665186e-01,5.483870967741935054e-01,8.499999999999999778e-01,9.876543209876542662e-01,9.756097560975609539e-01,1.000000000000000000e+00,1.818181818181817955e-01,1.666666666666666574e-01,2.000000000000000111e-01
9.620253164556962222e-01,9.743589743589743390e-01,9.499999999999999556e-01,6.666666666666665186e-01,5.483870967741935054e-01,8.499999999999999778e-01,9.876543209876542662e-01,9.756097560975609539e-01,1.000000000000000000e+00,1.818181818181817955e-01,1.666666666666666574e-01,2.000000000000000111e-01
9.620253164556962222e-01,9.743589743589743390e-01,9.499999999999999556e-01,6.666666666666665186e-01,5.483870967741935054e-01,8.499999999999999778e-01,9.876543209876542662e-01,9.756097560975609539e-01,1.000000000000000000e+00,1.818181818181817955e-01,1.666666666666666574e-01,2.000000000000000111e-01
9.620253164556962222e-01,9.743589743589743390e-01,9.499999999999999556e-01,6.666666666666665186e-01,5.483870967741935054e-01,8.499999999999999778e-01,9.876543209876542662e-01,9.756097560975609539e-01,1.000000000000000000e+00,1.818181818181817955e-01,1.666666666666666574e-01,2.000000000000000111e-01
9.620253164556962222e-01,9.743589743589743390e-01,9.499999999999999556e-01,6.666666666666665186e-01,5.483870967741935054e-01,8.499999999999999778e-01,9.876543209876542662e-01,9.756097560975609539e-01,1.000000000000000000e+00,1.818181818181817955e-01,1.666666666666666574e-01,2.000000000000000111e-01
9.620253164556962222e-01,9.743589743589743390e-01,9.499999999999999556e-01,6.666666666666665186e-01,5.483870967741935054e-01,8.499999999999999778e-01,9.876543209876542662e-01,9.756097560975609539e-01,1.000000000000000000e+00,1.818181818181817955e-01,1.666666666666666574e-01,2.000000000000000111e-01
9.620253164556962222e-01,9.743589743589743390e-01,9.499999999999999556e-01,6.666666666666665186e-01,5.483870967741935054e-01,8.499999999999999778e-01,9.876543209876542662e-01,9.756097560975609539e-01,1.000000000000000000e+00,1.818181818181817955e-01,1.666666666666666574e-01,2.000000000000000111e-01
9.620253164556962222e-01,9.743589743589743390e-01,9.499999999999999556e-01,6.666666666666665186e-01,5.483870967741935054e-01,8.499999999999999778e-01,9.876543209876542662e-01,9.756097560975609539e-01,1.000000000000000000e+00,1.818181818181817955e-01,1.666666666666666574e-01,2.000000000000000111e-01
