9.876543209876542662e-01,9.756097560975609539e-01,1.000000000000000000e+00,7.058823529411764053e-01,5.806451612903226200e-01,9.000000000000000222e-01,9.876543209876542662e-01,9.756097560975609539e-01,1.000000000000000000e+00,1.818181818181817955e-01,1.666666666666666574e-01,2.000000000000000111e-01
9.876543209876542662e-01,9.756097560975609539e-01,1.000000000000000000e+00,7.346938775510204467e-01,6.206896551724138122e-01,9.000000000000000222e-01,9.876543209876542662e-01,9.756097560975609539e-01,1.000000000000000000e+00,1.818181818181817955e-01,1.666666666666666574e-01,2.000000000000000111e-01
9.876543209876542662e-01,9.756097560975609539e-01,1.000000000000000000e+00,7.346938775510204467e-01,6.206896551724138122e-01,9.000000000000000222e-01,9.876543209876542662e-01,9.756097560975609539e-01,1.000000000000000000e+00,1.818181818181817955e-01,1.666666666666666574e-01,2.000000000000000111e-01
9.876543209876542662e-01,9.756097560975609539e-01,1.000000000000000000e+00,7.346938775510204467e-01,6.206896551724138122e-01,9.000000000000000222e-01,9.876543209876542662e-01,9.756097560975609539e-01,1.000000000000000000e+00,1.818181818181817955e-01,1.666666666666666574e-01,2.000000000000000111e-01
9.876543209876542662e-01,9.756097560975609539e-01,1.000000000000000000e+00,7.346938775510204467e-01,6.206896551724138122e-01,9.000000000000000222e-01,9.876543209876542662e-01,9.756097560975609539e-01,1.000000000000000000e+00,1.818181818181817955e-01,1.666666666666666574e-01,2.000000000000000111e-01
9.876543209876542662e-01,9.756097560975609539e-01,1.000000000000000000e+00,7.346938775510204467e-01,6.206896551724138122e-01,9.000000000000000222e-01,9.876543209876542662e-01,9.756097560975609539e-01,1.000000000000000000e+00,1.818181818181817955e-01,1.666666666666666574e-01,2.000000000000000111e-01
9.876543209876542662e-01,9.756097560975609539e-01,1.000000000000000000e+00,7.346938775510204467e-01,6.206896551724138122e-01,9.000000000000000222e-01,9.876543209876542662e-01,9.756097560975609539e-01,1.000000000000000000e+00,1.818181818181817955e-01,1.666666666666666574e-01,2.000000000000000111e-01
9.876543209876542662e-01,9.756097560975609539e-01,1.000000000000000000e+00,7.346938775510204467e-01,6.206896551724138122e-01,9.000000000000000222e-01,9.876543209876542662e-01,9.756097560975609539e-01,1.000000000000000000e+00,1.818181818181817955e-01,1.666666666666666574e-01,2.000000000000000111e-01
9.876543209876542662e-01,9.756097560975609539e-01,1.000000000000000000e+00,7.346938775510204467e-01,6.206896551724138122e-01,9.000000000000000222e-01,9.876543209876542662e-01,9.756097560975609539e-01,1.000000000000000000e+00,1.818181818181817955e-01,1.666666666666666574e-01,2.000000000000000111e-01
9.876543209876542662e-01,9.756097560975609539e-01,1.000000000000000000e+00,7.346938775510204467e-01,6.206896551724138122e-01,9.000000000000000222e-01,9.876543209876542662e-01,9.756097560975609539e-01,1.000000000000000000e+00,1.818181818181817955e-01,1.666666666666666574e-01,2.000000000000000111e-01
